booking_id,user_id,technician_id,service_category,problem_description,booking_date,status,final_cost,rating,simulated_distance_deg
3084,281,186,painter,Need to repaint the living room walls.,2025-07-27 15:28:19.898493,Completed,474,4.0,0.023
3085,316,52,dish,"Receiver not picking up channels, needs configuration.",2025-07-19 15:28:19.898493,Completed,370,5.0,0.0347
3086,387,141,carpentry,Antique wooden table has cracks and needs restoration.,2025-07-19 15:28:19.898493,Completed,885,4.0,0.1014
3087,193,156,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-09-21 15:28:19.898493,Completed,741,4.0,0.3098
3088,216,32,air condition,Need to install a new split unit in the bedroom.,2025-07-30 15:28:19.898493,Canceled,0,,0.1039
3089,313,182,painter,Front gate needs rust removal and repainting.,2026-02-05 15:28:19.898493,Completed,928,5.0,0.0182
3090,165,129,fridge/freezer,"Freezer not freezing, ice cream melting.",2026-03-19 15:28:19.898493,Completed,1072,5.0,0.2586
3091,361,9,electrical,Need smart home wiring for lights and thermostat.,2025-09-10 15:28:19.898493,Canceled,0,,0.1588
3092,85,199,plumbing,Shower drain is very slow and smells terrible.,2026-03-05 15:28:19.898493,Canceled,0,,0.4281
3093,134,126,home cleaning,"Carpet cleaning, multiple rooms, heavy stains.",2025-08-25 15:28:19.898493,Completed,464,4.0,0.0188
3094,337,140,home cleaning,"Post-renovation deep cleaning, lots of dust.",2025-12-10 15:28:19.898493,Canceled,0,,0.0327
3095,24,118,fan,Bathroom exhaust fan is very noisy.,2026-02-19 15:28:19.898493,Canceled,0,,0.0186
3096,206,76,air condition,"AC not cooling, probably needs freon refill.",2025-05-11 15:28:19.898493,Completed,786,5.0,0.4155
3097,334,150,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-12-11 15:28:19.898493,Completed,1419,5.0,0.1123
3098,311,140,home cleaning,Weekly house cleaning service needed.,2026-03-19 15:28:19.898493,Completed,238,4.0,0.0281
3099,430,92,fan,Stand fan oscillation mechanism is broken.,2026-01-21 15:28:19.898493,Completed,183,4.0,0.0214
3100,22,189,electrical,Sparking sound coming from the wall outlet.,2025-07-17 15:28:19.898493,Completed,561,3.0,0.1749
3101,427,71,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-06-09 15:28:19.898493,Canceled,0,,0.3865
3102,468,95,plumbing,Need help installing a new washing machine drain.,2025-12-01 15:28:19.898493,Canceled,0,,0.2858
3103,436,67,plumbing,"Toilet is constantly running, wasting water.",2025-10-20 15:28:19.898493,Completed,421,5.0,0.0136
3104,193,45,oven/cooker,"Oven not heating up, food stays raw.",2025-11-15 15:28:19.898493,Completed,386,3.0,0.3992
3105,72,45,oven/cooker,"Oven not heating up, food stays raw.",2026-03-10 15:28:19.898493,Completed,579,4.0,0.1457
3106,424,195,dish,Run cable from dish to multiple rooms.,2025-07-10 15:28:19.898493,Canceled,0,,0.0795
3107,196,29,dish,"Dish was damaged in wind storm, needs fixing.",2025-06-22 15:28:19.898493,Completed,363,5.0,0.2839
3108,259,137,dish,"Receiver not picking up channels, needs configuration.",2025-11-27 15:28:19.898493,Completed,190,4.0,0.0336
3109,93,11,painter,Bathroom ceiling paint is peeling off.,2025-05-03 15:28:19.898493,Canceled,0,,0.4271
3110,481,134,fan,Stand fan oscillation mechanism is broken.,2025-12-19 15:28:19.898493,Completed,442,3.0,0.1166
3111,422,145,fan,Replace old ceiling fan with a modern one.,2025-09-23 15:28:19.898493,Completed,322,3.0,0.0223
3112,150,74,home cleaning,Oven and kitchen appliance cleaning needed.,2025-08-08 15:28:19.898493,Completed,463,5.0,0.0269
3113,339,82,dish,Hide TV cables inside the wall for clean look.,2025-06-17 15:28:19.898493,Completed,540,4.0,0.091
3114,104,19,carpentry,Fixing a broken leg on the dining table.,2025-10-31 15:28:19.898493,Completed,466,4.0,0.0214
3115,302,108,painter,Decorative accent wall with two-tone color.,2025-06-30 15:28:19.898493,Completed,354,3.0,0.02
3116,247,99,dish,"Receiver not picking up channels, needs configuration.",2025-05-28 15:28:19.898493,Completed,284,4.0,0.3997
3117,364,68,electrical,Main circuit breaker needs inspection and replacement.,2025-05-04 15:28:19.898493,Completed,303,2.0,0.143
3118,377,159,carpentry,Assembling a new IKEA wardrobe.,2025-07-28 15:28:19.898493,Completed,573,5.0,0.0841
3119,440,12,painter,Need to repaint the living room walls.,2025-12-04 15:28:19.898493,Completed,240,3.0,0.0062
3120,115,98,oven/cooker,Microwave turntable stopped spinning.,2025-08-27 15:28:19.898493,Canceled,0,,0.1543
3121,41,193,plumbing,Dishwasher water line needs professional installation.,2025-09-28 15:28:19.898493,Completed,456,4.0,0.0393
3122,455,99,dish,Mount a 65-inch TV on the bedroom wall.,2025-11-23 15:28:19.898493,Completed,568,4.0,0.0135
3123,473,70,plumbing,Need help installing a new washing machine drain.,2025-07-03 15:28:19.898493,Completed,212,3.0,0.0277
3124,235,125,dish,Need TV wall mounted in the living room.,2025-10-10 15:28:19.898493,Canceled,0,,0.0306
3125,84,42,home cleaning,Need a full apartment cleaning this weekend.,2025-04-26 15:28:19.898493,Completed,281,4.0,0.1107
3126,247,155,home cleaning,Oven and kitchen appliance cleaning needed.,2025-10-27 15:28:19.898493,Canceled,0,,0.0378
3127,322,63,carpentry,Need custom shelves built for the living room.,2025-11-06 15:28:19.898493,Completed,414,4.0,0.0232
3128,228,45,oven/cooker,"Oven temperature is inconsistent, burns food.",2025-10-20 15:28:19.898493,Completed,386,4.0,0.0039
3129,317,69,dish,Mount a 65-inch TV on the bedroom wall.,2026-01-01 15:28:19.898493,Completed,241,4.0,0.0229
3130,28,94,plumbing,Shower drain is very slow and smells terrible.,2026-01-21 15:28:19.898493,Completed,332,3.0,0.1502
3131,54,102,fan,"Ceiling fan stopped working, no rotation.",2025-10-08 15:28:19.898493,Completed,896,5.0,0.0329
3132,272,71,oven/cooker,"Cooker thermostat seems broken, overheating.",2025-10-31 15:28:19.898493,Completed,216,3.0,0.0305
3133,208,102,fan,Kitchen exhaust fan not pulling smoke out.,2025-06-16 15:28:19.898493,Completed,448,5.0,0.05
3134,100,48,painter,Fill holes and repaint where old shelves were mounted.,2025-09-05 15:28:19.898493,Completed,431,5.0,0.0222
3135,56,41,electrical,Need smart home wiring for lights and thermostat.,2025-09-24 15:28:19.898493,Completed,396,3.0,0.0214
3136,494,157,fridge/freezer,"Freezer frost buildup, can't close the door.",2025-11-12 15:28:19.898493,Completed,424,4.0,0.0248
3137,192,35,carpentry,Need custom shelves built for the living room.,2025-04-17 15:28:19.898493,Canceled,0,,0.0322
3138,90,97,plumbing,Shower drain is very slow and smells terrible.,2025-08-22 15:28:19.898493,Completed,282,3.0,0.1355
3139,280,66,oven/cooker,Microwave turntable stopped spinning.,2026-01-24 15:28:19.898493,Completed,832,5.0,0.0333
3140,333,45,oven/cooker,"Oven door won't close properly, heat escaping.",2025-06-10 15:28:19.898493,Completed,579,4.0,0.1223
3141,342,142,electrical,Chandelier replacement in the living room.,2025-05-18 15:28:19.898493,Completed,596,5.0,0.0095
3142,219,35,carpentry,The bedroom door is stuck and won't close.,2025-05-02 15:28:19.898493,Completed,238,2.0,0.1607
3143,115,52,dish,"Receiver not picking up channels, needs configuration.",2025-09-12 15:28:19.898493,Canceled,0,,0.1272
3144,67,159,carpentry,"Bathroom cabinet door fell off, need repair.",2025-09-09 15:28:19.898493,Canceled,0,,0.0094
3145,292,123,plumbing,"Bathroom pipe burst, flooding the floor!",2025-12-04 15:28:19.898493,Completed,552,3.0,0.118
3146,330,54,oven/cooker,Stove top electric coil needs replacement.,2026-01-17 15:28:19.898493,Completed,544,4.0,0.3251
3147,44,186,painter,"Ceiling has water stains, needs scraping and repainting.",2026-01-02 15:28:19.898493,Completed,474,4.0,0.039
3148,234,93,dish,Hide TV cables inside the wall for clean look.,2026-02-20 15:28:19.898493,Completed,696,5.0,0.1442
3149,340,99,dish,Mount a 65-inch TV on the bedroom wall.,2025-08-10 15:28:19.898493,Completed,284,4.0,0.0224
3150,141,194,fridge/freezer,Refrigerator makes loud humming noise.,2025-11-18 15:28:19.898493,Completed,714,4.0,0.024
3151,81,57,plumbing,"Bathroom pipe burst, flooding the floor!",2025-06-13 15:28:19.898493,Canceled,0,,0.2594
3152,340,3,plumbing,The toilet won't flush properly.,2025-04-15 15:28:19.898493,Completed,566,5.0,0.0163
3153,325,192,electrical,Need smart home wiring for lights and thermostat.,2025-11-16 15:28:19.898493,Canceled,0,,0.0892
3154,406,80,fan,Attic ventilation fan installation needed.,2025-04-15 15:28:19.898493,Completed,464,4.0,0.0808
3155,105,35,carpentry,New office desk needs professional assembly.,2025-05-18 15:28:19.898493,Completed,119,3.0,0.0718
3156,91,131,painter,Front gate needs rust removal and repainting.,2025-09-05 15:28:19.898493,Completed,360,3.0,0.1375
3157,250,178,plumbing,The toilet won't flush properly.,2026-03-13 15:28:19.898493,Completed,572,4.0,0.1183
3158,72,110,home cleaning,"Post-renovation deep cleaning, lots of dust.",2025-09-16 15:28:19.898493,Canceled,0,,0.0711
3159,366,150,oven/cooker,Heating element in the oven burned out.,2025-05-17 15:28:19.898493,Canceled,0,,0.3136
3160,430,135,home cleaning,"Upholstery and sofa cleaning, pet stains.",2025-04-13 15:28:19.898493,Completed,750,5.0,0.016
3161,36,77,painter,Textured wall finish for the bedroom.,2025-11-04 15:28:19.898493,Canceled,0,,0.338
3162,423,79,dish,"Satellite signal is weak, dish needs realignment.",2025-12-27 15:28:19.898493,Completed,250,4.0,0.0317
3163,103,107,fridge/freezer,Fridge compressor running but not cooling.,2025-05-01 15:28:19.898493,Completed,648,4.0,0.1443
3164,92,164,painter,Bathroom ceiling paint is peeling off.,2025-11-12 15:28:19.898493,Completed,872,5.0,0.0317
3165,165,109,air condition,"AC making loud noise, needs servicing.",2026-03-07 15:28:19.898493,Completed,500,4.0,0.0947
3166,227,149,oven/cooker,"Cooker thermostat seems broken, overheating.",2026-02-18 15:28:19.898493,Completed,398,3.0,0.1246
3167,13,14,fridge/freezer,Fridge compressor running but not cooling.,2025-12-01 15:28:19.898493,Completed,708,4.0,0.1394
3168,494,135,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-12-23 15:28:19.898493,Completed,375,5.0,0.0089
3169,278,46,plumbing,The toilet won't flush properly.,2025-08-16 15:28:19.898493,Completed,638,4.0,0.2333
3170,415,54,oven/cooker,Microwave sparking inside when turned on.,2026-03-14 15:28:19.898493,Completed,544,4.0,0.037
3171,201,71,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-09-15 15:28:19.898493,Canceled,0,,0.1595
3172,402,165,plumbing,Need help installing a new washing machine drain.,2025-05-29 15:28:19.898493,Completed,526,4.0,0.0529
3173,439,171,air condition,Wall-mounted AC unit installation with piping.,2025-06-22 15:28:19.898493,Completed,564,3.0,0.4229
3174,479,145,fan,Attic ventilation fan installation needed.,2025-05-13 15:28:19.898493,Canceled,0,,0.0258
3175,99,99,dish,Need to install a new satellite dish on the roof.,2025-09-26 15:28:19.898493,Completed,568,4.0,0.0295
3176,191,153,fan,Attic ventilation fan installation needed.,2025-11-26 15:28:19.898493,Completed,208,3.0,0.3944
3177,130,114,fan,Kitchen exhaust fan not pulling smoke out.,2025-05-29 15:28:19.898493,Canceled,0,,0.1395
3178,305,196,air condition,Split unit filter and coil cleaning.,2025-07-16 15:28:19.898493,Completed,254,3.0,0.1159
3179,133,32,air condition,Air conditioner is leaking water inside the house.,2025-05-21 15:28:19.898493,Completed,507,2.0,0.3009
3180,305,153,fan,Need to install a new ceiling fan in the bedroom.,2026-03-22 15:28:19.898493,Canceled,0,,0.3898
3181,380,157,fridge/freezer,"Freezer not freezing, ice cream melting.",2025-10-20 15:28:19.898493,Completed,424,4.0,0.404
3182,221,96,dish,"Receiver not picking up channels, needs configuration.",2026-04-02 15:28:19.898493,Completed,480,4.0,0.0161
3183,440,27,fan,Pedestal fan making grinding noise.,2026-03-17 15:28:19.898493,Completed,190,4.0,0.135
3184,86,101,dish,Hide TV cables inside the wall for clean look.,2025-04-08 15:28:19.898493,Completed,388,3.0,0.3371
3185,160,10,plumbing,"Bathroom pipe burst, flooding the floor!",2026-01-24 15:28:19.898493,Completed,714,4.0,0.3742
3186,413,128,dish,"Dish was damaged in wind storm, needs fixing.",2026-03-30 15:28:19.898493,Canceled,0,,0.1447
3187,280,66,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-10-24 15:28:19.898493,Completed,1248,5.0,0.0333
3188,347,152,painter,Textured wall finish for the bedroom.,2026-02-26 15:28:19.898493,Completed,224,3.0,0.0105
3189,363,32,air condition,Annual AC maintenance and filter cleaning.,2025-09-28 15:28:19.898493,Completed,169,4.0,0.016
3190,192,8,home cleaning,"Post-renovation deep cleaning, lots of dust.",2026-03-20 15:28:19.898493,Completed,256,3.0,0.043
3191,436,136,fridge/freezer,Water pooling under the fridge.,2025-05-06 15:28:19.898493,Completed,505,5.0,0.1111
3192,106,71,oven/cooker,"Smell of gas near the stove, need urgent check.",2025-11-11 15:28:19.898493,Canceled,0,,0.0343
3193,457,19,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-11-19 15:28:19.898493,Canceled,0,,0.4618
3194,2,127,carpentry,The bedroom door is stuck and won't close.,2025-10-07 15:28:19.898493,Completed,600,5.0,0.021
3195,345,98,oven/cooker,Microwave turntable stopped spinning.,2025-05-08 15:28:19.898493,Canceled,0,,0.4261
3196,263,189,electrical,Need smart home wiring for lights and thermostat.,2025-11-21 15:28:19.898493,Completed,561,5.0,0.009
3197,278,98,oven/cooker,Stove top electric coil needs replacement.,2025-12-11 15:28:19.898493,Completed,456,3.0,0.1673
3198,48,118,fan,Kitchen exhaust fan not pulling smoke out.,2025-07-30 15:28:19.898493,Completed,322,3.0,0.0239
3199,402,165,plumbing,Dishwasher water line needs professional installation.,2025-09-18 15:28:19.898493,Completed,526,5.0,0.0529
3200,133,196,air condition,"AC not cooling, probably needs freon refill.",2025-11-28 15:28:19.898493,Canceled,0,,0.2808
3201,24,92,fan,Pedestal fan making grinding noise.,2025-10-19 15:28:19.898493,Completed,366,3.0,0.4234
3202,23,35,carpentry,Assembling a new IKEA wardrobe.,2025-06-15 15:28:19.898493,Canceled,0,,0.1419
3203,154,45,oven/cooker,Stove top electric coil needs replacement.,2026-03-09 15:28:19.898493,Completed,386,3.0,0.1147
3204,500,91,home cleaning,Deep cleaning before moving into a new apartment.,2025-07-25 15:28:19.898493,Completed,586,4.0,0.1683
3205,123,198,electrical,Need to rewire the living room for extra outlets.,2025-08-21 15:28:19.898493,Completed,579,3.0,0.0365
3206,451,54,oven/cooker,Stove top electric coil needs replacement.,2026-01-11 15:28:19.898493,Completed,544,4.0,0.0163
3207,462,63,carpentry,Kitchen cabinet hinges are broken.,2025-12-16 15:28:19.898493,Completed,207,3.0,0.4128
3208,328,34,air condition,"AC not cooling, probably needs freon refill.",2025-10-02 15:28:19.898493,Completed,422,3.0,0.0827
3209,199,93,dish,Satellite dish setup with receiver configuration.,2025-12-05 15:28:19.898493,Completed,696,5.0,0.0115
3210,81,14,fridge/freezer,"Auto-defrost not working, ice on back wall.",2025-12-14 15:28:19.898493,Completed,236,3.0,0.133
3211,249,141,carpentry,Wall-mounted bookshelf needs professional installation.,2025-09-09 15:28:19.898493,Completed,590,4.0,0.0359
3212,279,72,carpentry,Need custom shelves built for the living room.,2026-02-15 15:28:19.898493,Completed,346,3.0,0.1344
3213,229,175,fan,Stand fan oscillation mechanism is broken.,2026-01-01 15:28:19.898493,Completed,191,4.0,0.028
3214,262,159,carpentry,Kitchen cabinet hinges are broken.,2025-10-11 15:28:19.898493,Completed,1146,5.0,0.0245
3215,146,121,electrical,Need smart home wiring for lights and thermostat.,2025-11-04 15:28:19.898493,Completed,627,5.0,0.0206
3216,151,154,electrical,Main circuit breaker needs inspection and replacement.,2025-08-02 15:28:19.898493,Completed,909,5.0,0.4016
3217,108,200,painter,Front gate needs rust removal and repainting.,2025-12-04 15:28:19.898493,Canceled,0,,0.4128
3218,90,124,air condition,Annual AC maintenance and filter cleaning.,2025-09-21 15:28:19.898493,Canceled,0,,0.0986
3219,161,138,air condition,Wall-mounted AC unit installation with piping.,2025-09-16 15:28:19.898493,Canceled,0,,0.4103
3220,240,7,dish,Hide TV cables inside the wall for clean look.,2025-07-31 15:28:19.898493,Canceled,0,,0.0549
3221,51,20,carpentry,Antique wooden table has cracks and needs restoration.,2025-08-10 15:28:19.898493,Canceled,0,,0.3922
3222,343,190,carpentry,New office desk needs professional assembly.,2025-09-12 15:28:19.898493,Canceled,0,,0.1611
3223,191,178,plumbing,Need help installing a new washing machine drain.,2025-09-16 15:28:19.898493,Completed,572,4.0,0.033
3224,278,119,fan,Replace old ceiling fan with a modern one.,2025-08-19 15:28:19.898493,Completed,1190,4.0,0.2333
3225,328,34,air condition,Air conditioner is leaking water inside the house.,2025-08-24 15:28:19.898493,Canceled,0,,0.0827
3226,337,96,dish,"Satellite signal is weak, dish needs realignment.",2025-12-03 15:28:19.898493,Completed,480,4.0,0.0118
3227,105,120,dish,"Dish was damaged in wind storm, needs fixing.",2025-10-04 15:28:19.898493,Completed,124,3.0,0.1736
3228,348,103,fan,Attic ventilation fan installation needed.,2025-06-18 15:28:19.898493,Canceled,0,,0.4353
3229,175,119,fan,Bathroom exhaust fan is very noisy.,2026-01-04 15:28:19.898493,Completed,1190,5.0,0.3659
3230,242,157,fridge/freezer,"Freezer not freezing, ice cream melting.",2026-02-04 15:28:19.898493,Canceled,0,,0.3923
3231,202,122,air condition,Split unit filter and coil cleaning.,2025-07-13 15:28:19.898493,Completed,802,5.0,0.0191
3232,116,91,home cleaning,Move-out cleaning for apartment handover.,2025-11-07 15:28:19.898493,Completed,879,4.0,0.1061
3233,244,18,painter,Need to repaint the living room walls.,2026-03-04 15:28:19.898493,Completed,233,3.0,0.0534
3234,307,76,air condition,"AC not cooling, probably needs freon refill.",2025-06-19 15:28:19.898493,Completed,786,5.0,0.143
3235,300,129,fridge/freezer,Ice maker producing small or hollow ice cubes.,2025-09-12 15:28:19.898493,Completed,1072,4.0,0.2657
3236,19,167,plumbing,"Bathroom pipe burst, flooding the floor!",2025-11-24 15:28:19.898493,Canceled,0,,0.1472
3237,13,14,fridge/freezer,Water pooling under the fridge.,2025-06-09 15:28:19.898493,Completed,236,5.0,0.1394
3238,222,7,dish,"Receiver not picking up channels, needs configuration.",2025-06-07 15:28:19.898493,Canceled,0,,0.1751
3239,172,12,painter,Need to repaint the living room walls.,2026-01-12 15:28:19.898493,Canceled,0,,0.1334
3240,122,74,home cleaning,Oven and kitchen appliance cleaning needed.,2025-10-14 15:28:19.898493,Canceled,0,,0.4029
3241,293,127,carpentry,Fixing a broken leg on the dining table.,2025-09-17 15:28:19.898493,Completed,1200,5.0,0.1117
3242,469,129,fridge/freezer,Ice maker in the fridge stopped working.,2026-01-21 15:28:19.898493,Completed,1072,4.0,0.0214
3243,287,42,home cleaning,Need a full apartment cleaning this weekend.,2025-06-11 15:28:19.898493,Completed,281,3.0,0.1101
3244,351,158,electrical,Chandelier replacement in the living room.,2025-06-21 15:28:19.898493,Completed,309,4.0,0.2468
3245,193,76,air condition,Air conditioner is leaking water inside the house.,2025-10-04 15:28:19.898493,Completed,786,3.0,0.4197
3246,251,105,air condition,"AC making loud noise, needs servicing.",2025-05-10 15:28:19.898493,Completed,126,3.0,0.1696
3247,100,72,carpentry,New office desk needs professional assembly.,2025-10-24 15:28:19.898493,Completed,173,4.0,0.0139
3248,100,72,carpentry,Need custom shelves built for the living room.,2025-11-20 15:28:19.898493,Canceled,0,,0.0139
3249,34,154,electrical,The fuse box keeps tripping when I turn on the AC.,2025-08-16 15:28:19.898493,Completed,1212,5.0,0.4016
3250,193,76,air condition,Wall-mounted AC unit installation with piping.,2025-07-29 15:28:19.898493,Completed,1179,3.0,0.4197
3251,455,33,home cleaning,Oven and kitchen appliance cleaning needed.,2025-08-02 15:28:19.898493,Completed,263,4.0,0.0192
3252,416,113,home cleaning,Deep cleaning before moving into a new apartment.,2025-10-20 15:28:19.898493,Completed,320,3.0,0.0472
3253,124,90,plumbing,The toilet won't flush properly.,2026-03-27 15:28:19.898493,Completed,472,4.0,0.0343
3254,325,89,plumbing,The toilet won't flush properly.,2025-07-20 15:28:19.898493,Completed,600,4.0,0.3132
3255,256,118,fan,"Ceiling fan stopped working, no rotation.",2026-01-27 15:28:19.898493,Completed,322,4.0,0.0177
3256,400,164,painter,Front gate needs rust removal and repainting.,2025-04-08 15:28:19.898493,Completed,872,5.0,0.0228
3257,238,127,carpentry,Antique wooden table has cracks and needs restoration.,2025-07-17 15:28:19.898493,Completed,1200,5.0,0.0872
3258,435,196,air condition,Split unit filter and coil cleaning.,2025-08-16 15:28:19.898493,Completed,127,3.0,0.2776
3259,105,194,fridge/freezer,Ice maker in the fridge stopped working.,2025-04-19 15:28:19.898493,Completed,476,5.0,0.0224
3260,21,173,plumbing,"Toilet is constantly running, wasting water.",2025-12-23 15:28:19.898493,Completed,748,4.0,0.4023
3261,195,176,electrical,Need to install new LED light fixtures in the kitchen.,2025-10-20 15:28:19.898493,Completed,186,5.0,0.0046
3262,389,19,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-07-16 15:28:19.898493,Canceled,0,,0.3375
3263,346,48,painter,Textured wall finish for the bedroom.,2025-07-23 15:28:19.898493,Completed,862,5.0,0.1299
3264,178,186,painter,Textured wall finish for the bedroom.,2025-10-06 15:28:19.898493,Canceled,0,,0.1264
3265,449,26,air condition,Air conditioner gas recharge needed.,2025-08-12 15:28:19.898493,Completed,1317,4.0,0.1588
3266,239,76,air condition,Wall-mounted AC unit installation with piping.,2025-09-22 15:28:19.898493,Completed,1179,5.0,0.0211
3267,30,98,oven/cooker,"Oven door won't close properly, heat escaping.",2025-09-19 15:28:19.898493,Completed,456,4.0,0.0427
3268,42,91,home cleaning,Oven and kitchen appliance cleaning needed.,2025-12-12 15:28:19.898493,Completed,293,4.0,0.0232
3269,323,29,dish,Mount a 65-inch TV on the bedroom wall.,2025-08-10 15:28:19.898493,Completed,726,4.0,0.2631
3270,196,104,electrical,Need to rewire the living room for extra outlets.,2025-04-20 15:28:19.898493,Canceled,0,,0.3049
3271,452,63,carpentry,Antique wooden table has cracks and needs restoration.,2025-08-23 15:28:19.898493,Completed,414,4.0,0.0049
3272,50,46,plumbing,My kitchen sink is leaking continuously.,2025-06-25 15:28:19.898493,Canceled,0,,0.2551
3273,55,11,painter,Fresh paint job for the entire apartment.,2025-10-12 15:28:19.898493,Completed,786,5.0,0.0255
3274,70,28,air condition,Air conditioner is leaking water inside the house.,2025-09-04 15:28:19.898493,Completed,369,3.0,0.013
3275,113,182,painter,Need to repaint the living room walls.,2025-07-18 15:28:19.898493,Completed,464,5.0,0.0596
3276,295,18,painter,Fresh paint job for the entire apartment.,2025-04-20 15:28:19.898493,Completed,466,5.0,0.0206
3277,433,17,fridge/freezer,Ice maker producing small or hollow ice cubes.,2026-01-26 15:28:19.898493,Completed,458,5.0,0.0432
3278,398,69,dish,Run cable from dish to multiple rooms.,2025-12-06 15:28:19.898493,Canceled,0,,0.2931
3279,317,117,home cleaning,Weekly house cleaning service needed.,2026-03-18 15:28:19.898493,Completed,290,5.0,0.0142
3280,465,64,home cleaning,"Kitchen deep clean, grease buildup on surfaces.",2025-07-03 15:28:19.898493,Completed,192,4.0,0.0401
3281,116,69,dish,Need to install a new satellite dish on the roof.,2025-08-26 15:28:19.898493,Completed,482,4.0,0.3581
3282,192,161,carpentry,Kitchen cabinet hinges are broken.,2025-07-17 15:28:19.898493,Canceled,0,,0.1173
3283,59,73,oven/cooker,Heating element in the oven burned out.,2025-07-10 15:28:19.898493,Completed,566,3.0,0.3705
3284,461,169,electrical,Main circuit breaker needs inspection and replacement.,2025-04-05 15:28:19.898493,Canceled,0,,0.112
3285,485,32,air condition,AC is running but not cooling the room at all.,2025-11-13 15:28:19.898493,Canceled,0,,0.1717
3286,55,98,oven/cooker,Microwave sparking inside when turned on.,2025-12-11 15:28:19.898493,Canceled,0,,0.0257
3287,131,149,oven/cooker,"Oven door won't close properly, heat escaping.",2025-08-29 15:28:19.898493,Canceled,0,,0.0229
3288,496,78,fan,Kitchen exhaust fan not pulling smoke out.,2025-12-02 15:28:19.898493,Completed,694,5.0,0.0018
3289,48,137,dish,Run cable from dish to multiple rooms.,2025-09-16 15:28:19.898493,Completed,380,4.0,0.0121
3290,32,181,electrical,Wall outlet stopped working and smells like burning.,2025-10-12 15:28:19.898493,Completed,578,3.0,0.2845
3291,456,7,dish,Mount a 65-inch TV on the bedroom wall.,2025-06-19 15:28:19.898493,Canceled,0,,0.1471
3292,332,77,painter,Fill holes and repaint where old shelves were mounted.,2025-11-12 15:28:19.898493,Completed,258,4.0,0.0311
3293,380,61,carpentry,"Front door lock mechanism is jammed, door won't open.",2025-09-22 15:28:19.898493,Completed,928,5.0,0.3755
3294,104,119,fan,Kitchen exhaust fan not pulling smoke out.,2026-01-06 15:28:19.898493,Completed,1190,5.0,0.0358
3295,181,136,fridge/freezer,"Fridge temperature too warm, food spoiling.",2026-02-19 15:28:19.898493,Completed,1010,5.0,0.0921
3296,47,127,carpentry,Need custom shelves built for the living room.,2025-06-25 15:28:19.898493,Completed,1200,5.0,0.0321
3297,496,136,fridge/freezer,"Auto-defrost not working, ice on back wall.",2025-11-05 15:28:19.898493,Completed,1010,5.0,0.0461
3298,142,86,painter,Fresh paint job for the entire apartment.,2026-01-08 15:28:19.898493,Canceled,0,,0.3906
3299,145,15,carpentry,The bedroom door is stuck and won't close.,2025-06-28 15:28:19.898493,Completed,214,4.0,0.0133
3300,159,153,fan,"Ceiling fan stopped working, no rotation.",2025-09-23 15:28:19.898493,Canceled,0,,0.3155
3301,404,160,dish,Mount a 65-inch TV on the bedroom wall.,2026-03-07 15:28:19.898493,Completed,181,4.0,0.0959
3302,266,172,air condition,"AC not cooling, probably needs freon refill.",2025-10-30 15:28:19.898493,Completed,472,4.0,0.4008
3303,256,174,painter,Fresh paint job for the entire apartment.,2025-06-23 15:28:19.898493,Completed,430,4.0,0.1631
3304,278,124,air condition,Wall-mounted AC unit installation with piping.,2025-12-19 15:28:19.898493,Canceled,0,,0.0129
3305,491,105,air condition,Air conditioner is leaking water inside the house.,2026-03-26 15:28:19.898493,Completed,378,3.0,0.0264
3306,199,138,air condition,Annual AC maintenance and filter cleaning.,2025-07-21 15:28:19.898493,Completed,187,4.0,0.0099
3307,427,66,oven/cooker,Microwave sparking inside when turned on.,2025-07-11 15:28:19.898493,Canceled,0,,0.0042
3308,256,14,fridge/freezer,Fridge compressor running but not cooling.,2025-07-20 15:28:19.898493,Completed,708,5.0,0.0032
3309,494,16,carpentry,Need custom shelves built for the living room.,2026-03-19 15:28:19.898493,Canceled,0,,0.0263
3310,496,151,air condition,Air conditioner is leaking water inside the house.,2025-06-04 15:28:19.898493,Completed,777,4.0,0.0236
3311,14,66,oven/cooker,"Oven temperature is inconsistent, burns food.",2025-04-10 15:28:19.898493,Canceled,0,,0.302
3312,286,188,electrical,Need smart home wiring for lights and thermostat.,2026-02-16 15:28:19.898493,Completed,1172,5.0,0.0575
3313,80,162,carpentry,Antique wooden table has cracks and needs restoration.,2026-02-24 15:28:19.898493,Canceled,0,,0.0303
3314,175,50,electrical,Need smart home wiring for lights and thermostat.,2025-04-21 15:28:19.898493,Completed,1635,5.0,0.0163
3315,98,42,home cleaning,Oven and kitchen appliance cleaning needed.,2025-10-18 15:28:19.898493,Completed,281,4.0,0.1451
3316,445,12,painter,Decorative accent wall with two-tone color.,2025-10-01 15:28:19.898493,Completed,240,3.0,0.1323
3317,497,175,fan,Pedestal fan making grinding noise.,2025-10-16 15:28:19.898493,Canceled,0,,0.1858
